"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/16/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/17/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/18/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/19/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/20/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/21/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/22/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/23/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/24/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/25/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/26/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/27/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/28/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/29/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/30/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"03/31/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/01/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/02/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/03/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","18","75.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/04/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/05/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/06/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/07/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/08/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/09/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/10/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/11/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/12/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/13/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/14/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/15/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/16/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","16","67.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/17/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/18/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/19/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/20/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/21/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/22/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/23/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/24/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/25/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/26/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/27/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/28/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/29/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"04/30/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/01/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/02/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/03/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/04/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/05/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/06/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/07/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/08/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/09/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/10/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/11/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/12/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/13/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/14/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/15/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/16/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/17/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/18/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/19/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/20/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/21/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/22/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/23/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/24/2020","AQS","360290005","1","0.4","ppm","5","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/25/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/26/2020","AQS","360290005","1","0.5","ppm","6","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/27/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/28/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/29/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/30/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"05/31/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/01/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/02/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/03/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/04/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/05/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/06/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/07/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/08/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/09/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/10/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","12","50.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"06/30/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","14","58.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/01/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/02/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/03/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/04/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/05/2020","AQS","360290005","1","0.5","ppm","6","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/06/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/07/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/08/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/09/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/10/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/11/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/12/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/13/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","17","71.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/14/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/15/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/16/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/17/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/18/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/19/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/20/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/21/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/22/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/23/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","12","50.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/27/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","6","25.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/28/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/29/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/30/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"07/31/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/01/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/02/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/03/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/04/2020","AQS","360290005","1","0.2","ppm","2","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/05/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/06/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/07/2020","AQS","360290005","1","0.1","ppm","1","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
"08/08/2020","AQS","360290005","1","0.3","ppm","3","BUFFALO","24","100.0000","42101","Carbon monoxide","15380","Buffalo-Cheektowaga-Niagara Falls, NY","36","New York","029","Erie","42.8769066671345","-78.8095260117327"
